ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,MonitoringLocationIdentifier,SampleCollectionMethod/MethodName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName
Water,Groundwater,3/21/2013,USGS-193952155591301,USGS,NA,Aluminum,Dissolved,2.2,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-3959-01 Kamakana, HI",Well,20010000,19.66469444,-155.987111,NAD83,542.35,feet,0.01,feet,Reported method of determination.,LMSL
Water,Groundwater,3/21/2013,USGS-193952155591301,USGS,NA,Aluminum,Dissolved,180,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-3959-01 Kamakana, HI",Well,20010000,19.66469444,-155.987111,NAD83,542.35,feet,0.01,feet,Reported method of determination.,LMSL
Water,Groundwater,3/20/2013,USGS-193955155572901,USGS,NA,Aluminum,Dissolved,5.3,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4057-01 Keahuola QLT 1, HI",Well,20010000,19.66527778,-155.9580556,NAD83,1761.82,feet,1,feet,Reported method of determination.,LMSL
Water,Bulk deposition,9/20/2013,USGS-194035156013001,USGS,NA,Aluminum,Dissolved,31,ug/l,"Metals, wf, ICP-MS",NA,NA,"Honokohau precip site nr alt 5 ft, HI",Atmosphere,20010000,19.6763611,-156.0248889,NAD83,5,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,3/21/2013,USGS-194053156013001,USGS,NA,Aluminum,Dissolved,6,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,3/20/2013,USGS-194056155575201,USGS,NA,Aluminum,Dissolved,4.4,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4158-02 Honokohau Well, HI",Well,20010000,19.68222222,-155.9644444,NAD83,1680.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/18/2013,USGS-194120156013501,USGS,NA,Aluminum,Dissolved,5,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,3/21/2013,USGS-194125156015501,USGS,NA,Aluminum,Dissolved,5,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,3/22/2013,USGS-194128156015601,USGS,NA,Aluminum,Dissolved,124,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4161-11 Kohanaiki MW401, HI",Well,20010000,19.69125,-156.0323056,NAD83,16.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/22/2013,USGS-194128156015601,USGS,NA,Aluminum,Dissolved,1098,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4161-11 Kohanaiki MW401, HI",Well,20010000,19.69125,-156.0323056,NAD83,16.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/19/2013,USGS-194150156001201,USGS,NA,Aluminum,Dissolved,4,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4160-02 Kaloko 2, HI",Well,20010000,19.69672222,-156.0013056,NAD83,541.39,feet,1,feet,Reported method of determination.,LMSL
Water,Bulk deposition,9/19/2013,USGS-194157155574101,USGS,NA,Aluminum,Dissolved,23,ug/l,"Metals, wf, ICP-MS",NA,NA,"Kaloko precip site nr alt 2,220 ft, HI",Atmosphere,20010000,19.69925,-155.9615,NAD83,2220,feet,20,feet,Interpolated from topographic map.,LMSL
Water,Bulk deposition,9/19/2013,USGS-194214155562101,USGS,NA,Aluminum,Dissolved,26,ug/l,"Metals, wf, ICP-MS",NA,NA,"Kaloko precip site nr alt 3,470 ft, HI",Atmosphere,20010000,19.70388889,-155.9391667,NAD83,3470,feet,20,feet,Interpolated from topographic map.,LMSL
Water,Groundwater,3/22/2013,USGS-194217156021501,USGS,NA,Aluminum,Dissolved,6,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4262-02 Kohanaiki 2, HI",Well,20010000,19.70472222,-156.0375,NAD83,68.3,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,8/18/1993,USGS-194222155583701,USGS,Not Detected,Aluminum,Recoverable,NA,NA,NA,10,ug/l,"8-4258-03 Hualalai Exp Well, HI",Well,20010000,19.70304722,-155.9741889,NAD83,1681.42,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,10/14/1993,USGS-194222155583701,USGS,Not Detected,Aluminum,Recoverable,NA,NA,"Aluminum, wu, DCP-AES",10,ug/l,"8-4258-03 Hualalai Exp Well, HI",Well,20010000,19.70304722,-155.9741889,NAD83,1681.42,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,10/14/1993,USGS-194222155583701,USGS,Not Detected,Aluminum,Dissolved,NA,NA,NA,10,ug/l,"8-4258-03 Hualalai Exp Well, HI",Well,20010000,19.70304722,-155.9741889,NAD83,1681.42,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Bulk deposition,9/19/2013,USGS-194244155552401,USGS,NA,Aluminum,Dissolved,20,ug/l,"Metals, wf, ICP-MS",NA,NA,"Kaloko precip site nr alt 4,610 ft, HI",Atmosphere,20010000,19.71216667,-155.9232778,NAD83,4610,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,3/20/2013,USGS-194315155584101,USGS,NA,Aluminum,Dissolved,3.9,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4358-01 Kalaoa EX A, HI",Well,20010000,19.71776944,-155.9753,NAD83,1799,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,3/19/2013,USGS-194327156002301,USGS,NA,Aluminum,Dissolved,4,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4360-01 Kalaoa N. Kona (W12-11), HI",Well,20010000,19.721,-156.003361,NAD83,680.4,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,5/19/1983,USGS-195225155394401,USGS,NA,Aluminum,Recoverable,300,ug/l,NA,NA,NA,"8-5239-01 Waikii Ranch W-1, HI",Well,20010000,19.87055556,-155.6594417,NAD83,4260,feet,1,feet,Interpolated from topographic map.,LMSL
Water,Groundwater,5/31/1985,USGS-200229155231101,USGS,NA,Aluminum,Recoverable,140,ug/l,"Aluminum, USGS digest, extr, AAS",NA,NA,8-6223-01 PAAUILO,Well,20010000,20.03830833,-155.3836083,NAD83,1053.5,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,4/5/1993,USGS-200325155374001,USGS,NA,Aluminum,Recoverable,150,ug/l,"Aluminum, wu, DCP-AES",NA,NA,"8-6337-02 Puukapu Shallow Well, Waimea, HI",Well,20010000,20.05388889,-155.625,NAD83,3020,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,4/5/1993,USGS-200325155374001,USGS,NA,Aluminum,Dissolved,30,ug/l,"Aluminum, wf, DCP-AES",NA,NA,"8-6337-02 Puukapu Shallow Well, Waimea, HI",Well,20010000,20.05388889,-155.625,NAD83,3020,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,7/7/1989,USGS-201307155452001,USGS,NA,Aluminum,Recoverable,130,ug/l,"Aluminum, wu, DCP-AES",NA,NA,8-7345-04 MAKAPALA,Well,20010000,20.21554722,-155.7527694,NAD83,395,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,10/20/1989,USGS-201319155472301,USGS,Not Detected,Aluminum,Recoverable,NA,NA,"Aluminum, wu, DCP-AES",10,ug/l,"8-7347-05 Test Well-B Halaula Kohala, HI",Well,20010000,20.21872222,-155.7872222,NAD83,628.24,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/31/1989,USGS-201428155480201,USGS,NA,Aluminum,Recoverable,10,ug/l,"Aluminum, wu, DCP-AES",NA,NA,8-7448-07 HONOPUEO,Well,20010000,20.23804722,-155.7977694,NAD83,414.76,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/22/1986,USGS-190347155354301,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-0335-01 Naalehu (W1), HI",Well,20010000,19.06,-155.5925,NAD83,748.2,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,10/13/1994,USGS-190423155371501,USGS,Not Detected,Ametryn,Dissolved,NA,NA,"Pest, herbs, wf, spe, GCMS-SIM",0.05,ug/l,"8-0437-01 Waiohinu, HI",Well,20010000,19.06972222,-155.6183889,NAD83,1299.26,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/26/1985,USGS-191219155291601,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-1229-01 Pahala Well, HI",Well,20010000,19.20388889,-155.4866667,NAD83,1112.01,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/13/1985,USGS-192924154564701,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-2986-01 Pahoa, W-2A, HI",Well,20010000,19.48694444,-154.943611,NAD83,704.7,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,8/22/1986,USGS-193502155572301,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-3557-05 Kahaluu Shaft, HI",Well,20010000,19.58133333,-155.9536306,NAD83,608,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,8/13/1985,USGS-193803155020201,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-3802-01 Keaau W-1 (W9-B), HI",Well,20010000,19.63114444,-155.031111,NAD83,222.38,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Surface Water,8/20/1984,USGS-194037155035301,USGS,Not Detected,Ametryn,Recoverable,NA,NA,NA,0.1,ug/l,"8-4003-01 Panaewa W-1, HI",Well,20010000,19.67388056,-155.0618944,NAD83,206.1,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/2/1986,USGS-194318155061801,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-4306-01 Piihonua W-1, HI",Well,20010000,19.71835833,-155.102225,NAD83,278,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,7/22/1985,USGS-194715155061301,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-4706-01 Papaikou Well, HI",Well,20010000,19.78467778,-155.1008417,NAD83,369,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,7/22/1985,USGS-195035155054501,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,8-5005-01 W7-1,Well,20010000,19.840025,-155.0930528,NAD83,304,feet,20,feet,Reported method of determination.,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Ametryn,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Ametryn,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",25,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Ametryn,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",2.6,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,8/22/1984,USGS-195857155142301,USGS,Not Detected,Ametryn,Recoverable,NA,NA,NA,0.1,ug/l,"8-5814-01 Laupahoehoe W-1, HI",Well,20010000,19.97945,-155.2369472,NAD83,659.03,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/27/1986,USGS-195939155464201,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-5946-03 Lalamilo W-C, HI",Well,20010000,19.98967778,-155.776386,NAD83,1088,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,8/27/1986,USGS-200518155281601,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-6528-01 Haina Well, HI",Well,20010000,20.08525833,-155.4683278,NAD83,854.66,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/7/1989,USGS-201307155452001,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,8-7345-04 MAKAPALA,Well,20010000,20.21554722,-155.7527694,NAD83,395,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,10/20/1989,USGS-201319155472301,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-7347-05 Test Well-B Halaula Kohala, HI",Well,20010000,20.21872222,-155.7872222,NAD83,628.24,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/31/1989,USGS-201428155480201,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,8-7448-07 HONOPUEO,Well,20010000,20.23804722,-155.7977694,NAD83,414.76,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/27/1986,USGS-201428155494201,USGS,Not Detected,Ametryn,Recoverable,NA,NA,"Pest, triazines, lab, GC-NPD",0.1,ug/l,"8-7449-02 Hawi W-H, HI",Well,20010000,20.23804722,-155.8255444,NAD83,541.4,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,NA,5/28/1990,11NPSWRD_WQX-PUHE_UH94_P155,LEGACY,Not Detected,Aminomethylphosphonic acid,Total,NA,mg/L,LEGACY,50,mg/L,POND WITHIN WAIKOLOA POND PRESERVATION AREA,Lake,20010000,19.9229722,-155.8925833,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,5/28/1990,11NPSWRD_WQX-PUHE_UH94_P48,LEGACY,Not Detected,Aminomethylphosphonic acid,Total,NA,mg/L,LEGACY,50,mg/L,POND WITHIN WAIKOLOA POND PRESERVATION AREA,Lake,20010000,19.9244444,-155.8915833,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,5/28/1990,11NPSWRD_WQX-PUHE_UH94_W1,LEGACY,Not Detected,Aminomethylphosphonic acid,Total,NA,mg/L,LEGACY,50,mg/L,WELL AT WAIKOLOA GOLF COURSE NURSERY,Well,20010000,19.9160556,-155.8791111,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,5/28/1990,11NPSWRD_WQX-PUHE_UH94_W2,LEGACY,Not Detected,Aminomethylphosphonic acid,Total,NA,mg/L,LEGACY,50,mg/L,DUST CONTROL WELL NEAR WAIKOLOA GOLF COURSE,Well,20010000,19.9218611,-155.8789167,NAD27,NA,NA,NA,NA,NA,NA
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Aminomethylphosphonic acid,Dissolved,NA,NA,"LL glyphosate, wf, LC/MS (LCGY)",0.02,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Aminomethylphosphonic acid,Dissolved,NA,NA,"LL glyphosate, wf, LC/MS (LCGY)",0.02,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,8/22/1986,USGS-190347155354301,USGS,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",5,ug/l,"8-0335-01 Naalehu (W1), HI",Well,20010000,19.06,-155.5925,NAD83,748.2,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,8/26/1985,USGS-191219155291601,USGS,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",5,ug/l,"8-1229-01 Pahala Well, HI",Well,20010000,19.20388889,-155.4866667,NAD83,1112.01,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/21/1984,USGS-192924154564701,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NA,5,ug/l,"8-2986-01 Pahoa, W-2A, HI",Well,20010000,19.48694444,-154.943611,NAD83,704.7,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,8/22/1986,USGS-193502155572301,USGS,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",5,ug/l,"8-3557-05 Kahaluu Shaft, HI",Well,20010000,19.58133333,-155.9536306,NAD83,608,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,8/21/1984,USGS-193803155020201,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NA,5,ug/l,"8-3802-01 Keaau W-1 (W9-B), HI",Well,20010000,19.63114444,-155.031111,NAD83,222.38,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Effluent,12/12/2007,USGS-193938156005601,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Treated wastewater at Kealakehe WWTP, Kona, HI",Facility: Outfall,20010000,19.66075,-156.0157222,NAD83,NA,NA,NA,NA,NA,NA
Water,Groundwater,12/11/2007,USGS-194004156005101,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Monitor well 2, Kealakehe, Kona, HI",Well,20010000,19.66794444,-156.0143333,NAD83,55,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,12/11/2007,USGS-194005156011201,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Boring 16, Kealakehe, Kona, HI",Well: Test hole not completed as a well,20010000,19.66805556,-156.0201667,NAD83,20,feet,1,feet,Reported method of determination.,LMSL
Water,Surface Water,12/11/2007,USGS-194006156011701,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Coastal spring at berth F8, Honokohau Harbor, HI",Ocean: Coastal,20010000,19.66855556,-156.0213889,NAD83,0,feet,1,feet,Reported method of determination.,LMSL
Water,Surface Water,12/11/2007,USGS-194009156011501,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Coastal spring at berth E1, Honokohau Harbor, HI",Ocean: Coastal,20010000,19.66925,-156.0210833,NAD83,0,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,12/2/2009,USGS-194014156013301,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Kaloko Anchialine Pool 099, HI",Spring,20010000,19.67052778,-156.0258889,NAD83,3,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,7/28/2009,USGS-194014156013301,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Kaloko Anchialine Pool 099, HI",Spring,20010000,19.67052778,-156.0258889,NAD83,3,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,8/20/1984,USGS-194037155035301,USGS,Not Detected,Anthracene,Recoverable,NA,NA,NA,5,ug/l,"8-4003-01 Panaewa W-1, HI",Well,20010000,19.67388056,-155.0618944,NAD83,206.1,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Surface Water,7/28/2009,USGS-194043156013201,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Aimakapa fishpond A45, HI",Estuary,20010000,19.67866667,-156.0255556,NAD83,16,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,12/2/2009,USGS-194043156013201,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Aimakapa fishpond A45, HI",Estuary,20010000,19.67866667,-156.0255556,NAD83,16,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,7/24/2009,USGS-194050156014701,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Kaloko Anchialine Pool 016, HI",Spring,20010000,19.68047222,-156.0296667,NAD83,NA,NA,NA,NA,NA,NA
Water,Groundwater,8/26/2002,USGS-194053156013001,Submersible multiple impeller (turbine) pump,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",2,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194053156013001,USGS,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",5,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194053156013001,Submersible pump,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/1/2009,USGS-194053156013001,Submersible pump,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/27/2009,USGS-194056155575201,Submersible pump,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"8-4158-02 Honokohau Well, HI",Well,20010000,19.68222222,-155.9644444,NAD83,1680.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,7/24/2009,USGS-194100156015301,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Kaloko Anchialine Pool 53H, HI",Spring,20010000,19.68322222,-156.0313333,NAD83,16,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,8/26/2002,USGS-194120156013501,Submersible multiple impeller (turbine) pump,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",2,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194120156013501,USGS,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",5,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/1/2009,USGS-194120156013501,Submersible pump,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194120156013501,Submersible pump,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Finished Water,7/27/2009,USGS-194122156011801,Grab sample at water-supply tap,Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"Kaloko National Park Office, HI",Facility: Water-distribution system,20010000,19.68933333,-156.0215278,NAD83,NA,NA,NA,NA,NA,NA
Water,Surface Water,12/2/2009,USGS-194122156015901,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"North Kaloko fishpond G18, HI",Estuary,20010000,19.68955556,-156.0331667,NAD83,10,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,7/28/2009,USGS-194122156015901,Grab sample  (dip),Not Detected,Anthracene,Recoverable,NA,NA,NWQL Schedule 4433,0.2,ug/l,"North Kaloko fishpond G18, HI",Estuary,20010000,19.68955556,-156.0331667,NAD83,10,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,8/27/2002,USGS-194125156015501,Submersible multiple impeller (turbine) pump,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",2,ug/l,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194125156015501,USGS,Not Detected,Anthracene,Recoverable,NA,NA,"BNAs, GC/MS (NWQL Sch 1494)",5,ug/l,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
